Analysis Methodology
Poster Analysis Parameters:
1. Color Features:
   - RGB and HSV histograms (32 bins per channel)
"   - LAB color space moments (mean, std, skewness)"
   - Color variation in different color spaces
""
2. Texture Features:
   - Sobel gradient analysis (edges and details)
"   - GLCM (contrast, dissimilarity, homogeneity, energy, correlation)"
   - Local Binary Patterns (local texture patterns)
""
3. Composition Features:
   - Rule of thirds analysis
   - Vertical and horizontal symmetry
   - Edge density (visual complexity)
""
4. Ranking Criteria:
   - Color variation (30%): Diversity of colors in RGB and HSV spaces
   - Visual appeal (20%): Brightness and saturation
   - Texture quality (25%): Contrast and homogeneity
   - Composition (15%): Edge density and visual complexity
   - Balance (10%): Vertical and horizontal symmetry
""
5. Additional Information:
   - midjourney_prompt: Original prompt used to generate the image
   - Rankings: All 172 images are ranked from 1 (highest score) to 172 (lowest score)
   - Score: Higher scores indicate better performance across all metrics
""
Data starts below:

file_path,filename,midjourney_prompt,color_variation_rgb,color_variation_hsv,brightness,saturation,texture_contrast,texture_homogeneity,edge_density,vertical_symmetry,horizontal_symmetry,score,rank
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A triumphant scene with a team celebrating a trophy in front of the LA skyline. The colors are rich and celebratory--gold for the trophy, deep blues and purples for the cityscape. The artwork captures a festive mood with a slightly dramatic.png","A triumphant scene with a team celebrating a trophy in front of the LA skyline. The colors are rich and celebratory--gold for the trophy, deep blues and purples for the cityscape. The artwork captures a festive mood with a slightly dramatic.png","A triumphant scene with a team celebrating a trophy in front of the LA skyline. The colors are rich and celebratory--gold for the trophy, deep blues and purples for the cityscape. The artwork captures a festive mood with a slightly dramatic",2630.237505118755,1940.7552760888393,63.987583705357146,151.1242227359694,181.00343938075753,3.9377754037478123,0.0762515943877551,114.22448979591837,127.17857142857143,0.3727800817500567,158
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yell.png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yell.png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yell",1290.5672363990443,1870.377139999667,144.50520169005102,120.2616191007653,232.94207319762364,5.627993203834706,0.08107461734693877,125.59183673469387,126.67857142857143,0.3661309262036414,159
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean lines.png","A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean lines.png","A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean lines",2361.6756321871694,1770.7832306637647,74.74019451530613,150.93407206632654,172.84013351724934,4.18438992163872,0.06481186224489796,120.65816326530613,127.11224489795919,0.3654434893146381,160
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blue.png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blue.png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blue",1351.1023739894767,1814.7999602802877,144.6481385522959,117.86497528698979,198.4253001379815,5.019830789529528,0.08559869260204081,126.01530612244898,126.76020408163265,0.35747505870443885,161
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An energetic, almost chaotic scene of hundreds of basketballs flying towards multiple nets within the maze. The balls are rendered in sunny yellows and oranges, creating a striking contrast against the sky blues and lime greens of the maze.png","An energetic, almost chaotic scene of hundreds of basketballs flying towards multiple nets within the maze. The balls are rendered in sunny yellows and oranges, creating a striking contrast against the sky blues and lime greens of the maze.png","An energetic, almost chaotic scene of hundreds of basketballs flying towards multiple nets within the maze. The balls are rendered in sunny yellows and oranges, creating a striking contrast against the sky blues and lime greens of the maze",1237.3861647979313,1600.7654679350544,127.67350924744898,124.86617107780613,182.61025767787768,5.195719262412673,0.12163185586734694,126.40816326530613,126.94897959183673,0.355210520930926,162
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. .png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. .png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling.",2160.905283864458,2449.9528566892873,105.25831074617346,109.72413105867346,146.5704321205651,4.141991210386414,0.06967474489795919,126.95408163265306,126.22448979591837,0.3536975032967229,163
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean line.png","A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean line.png","A minimalist basketball hoop and backboard floating in space, surrounded by abstract geometric shapes--vibrant, neon shapes float around the hoop, creating a gravity-defying, futuristic look with high contrast and clean line",1730.6077388690176,1941.8886586259264,74.60857780612245,150.6641222895408,182.9329126223048,4.878743905575216,0.09375,123.75510204081633,125.26020408163265,0.3424716060852703,164
/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/tatianathevisionary_A_minimalist_basketball_hoop_and_backboard__3925371d-7cda-4fe9-9c2c-f6295d2283cd.png,tatianathevisionary_A_minimalist_basketball_hoop_and_backboard__3925371d-7cda-4fe9-9c2c-f6295d2283cd.png,tatianathevisionary_A_minimalist_basketball_hoop_and_backboard__3925371d-7cda-4fe9-9c2c-f6295d2283cd,1919.5632858369981,1944.774628116756,69.16214923469387,152.53128985969389,177.54435588562083,4.362060024583537,0.0745376275510204,124.11224489795919,125.15816326530613,0.3349194378603169,165
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yellow basketball is duplicated .png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yellow basketball is duplicated .png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. The maze walls are bright with lime greens and sky blues, and the sunny yellow basketball is duplicated",1074.4574309079599,1721.9603109537688,152.57174744897958,121.16316565688776,171.1066317419703,4.830398165023049,0.07397959183673469,125.99489795918367,126.13265306122449,0.33110697497271147,166
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene depicting a player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment of action32.png","A scene depicting a player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment of action32.png","A scene depicting a player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment of action",1587.1093351331112,1562.9980406257712,120.14291693239795,113.25029894770408,203.17815213791442,5.155638626892863,0.07776626275510204,127.12244897959184,126.59183673469387,0.3237181570529736,167
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A sleek, minimalist depiction of a basketball hoop against a California sunset. The scene uses warm golden yellows and deep blues to highlight the hoop and court. The clean lines and glowing ambiance evoke a serene, sunlit afternoon, with a retrotouch.png","A sleek, minimalist depiction of a basketball hoop against a California sunset. The scene uses warm golden yellows and deep blues to highlight the hoop and court. The clean lines and glowing ambiance evoke a serene, sunlit afternoon, with a retrotouch.png","A sleek, minimalist depiction of a basketball hoop against a California sunset. The scene uses warm golden yellows and deep blues to highlight the hoop and court. The clean lines and glowing ambiance evoke a serene, sunlit afternoon, with a retrotouch",2041.8169553529196,2087.428891004434,126.10933514030613,152.51052295918367,131.80932012333292,2.775757527927456,0.04127471301020408,99.13775510204081,125.04081632653062,0.3234313680481671,168
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/32A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause.png","32A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause.png","32A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause",1714.3669993129631,2744.5592959829937,111.54542012117346,113.70444036989795,86.6415371763552,2.2767998713160913,0.035435267857142856,126.64795918367346,126.87244897959184,0.3233592383292675,169
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause.png","A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause.png","A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause",1763.6014643337082,2920.4306724351463,115.64634486607143,107.03318319515306,76.34888652153096,1.9973459618111933,0.03049266581632653,126.69897959183673,126.32142857142857,0.31542221530298387,170
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A sleek, minimalist depiction of a classic basketball hoop standing tall against a California sunset. The sun sets in the background, casting warm, golden hues over the hoop. The scene emphasizes the beauty of outdoor basketball courts.png","A sleek, minimalist depiction of a classic basketball hoop standing tall against a California sunset. The sun sets in the background, casting warm, golden hues over the hoop. The scene emphasizes the beauty of outdoor basketball courts.png","A sleek, minimalist depiction of a classic basketball hoop standing tall against a California sunset. The sun sets in the background, casting warm, golden hues over the hoop. The scene emphasizes the beauty of outdoor basketball courts",1950.696034966323,1824.3902063429305,101.47843590561224,148.46173469387756,124.23912793487455,3.1157649599599697,0.03960060586734694,104.29591836734694,127.40306122448979,0.31491277536766055,171
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support2.png","A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support2.png","A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support",2573.5506196044926,2778.5463375657423,52.231026785714285,119.65489477040816,111.60760532940706,2.9797110903473594,0.044622927295918366,125.48979591836735,125.1938775510204,0.31197415144788754,172
